_id,name,duration,firstYearRelease,countryOfOrigin,productionCompany,banner,status,type,description,rate,property,genres[0],genres[1],genres[2],genres[3],genres[4],genres[5],_class,tvShowID,actors[0],actors[1]
6625e6fe967796ed0924be12,Collision Course,19,2008,Guatemala,Balistreri Inc,http://dummyimage.com/184x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Occlusion of Right External Carotid Artery with Extraluminal Device, Percutaneous Approach",,,ACTION,COMEDY,THRILLER,,,,,6620ef0cfc13ae0cffa2417e,,
6625e6fe967796ed0924be13,"Perfect Host, The",103,2002,Czech Republic,"Schoen, Nader and Funk",http://dummyimage.com/155x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Insertion of Radioactive Element into Right Knee Region, Open Approach",,,CRIME,DRAMA,THRILLER,,,,,6620ef0cfc13ae0cffa2417f,,
6625e6fe967796ed0924be14,Santa with Muscles,38,2019,China,Medhurst Group,http://dummyimage.com/162x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Extraction of Ulnar Nerve, Percutaneous Approach",,,COMEDY,,,,,,,6620ef0cfc13ae0cffa24180,,
6625e6fe967796ed0924be15,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4),160,2020,Russia,Beatty-Reynolds,http://dummyimage.com/111x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Drainage of Right External Ear with Drainage Device, External Approach",,,ACTION,DRAMA,,,,,,6620ef0cfc13ae0cffa24181,,
6625e6fe967796ed0924be16,Trapped in Paradise,123,2014,Sweden,Leannon-Kassulke,http://dummyimage.com/159x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Excision of Aortic Valve, Percutaneous Endoscopic Approach",,,COMEDY,CRIME,,,,,,6620ef0cfc13ae0cffa24182,,
6625e6fe967796ed0924be17,"Great Stone Face, The",123,2019,New Zealand,"Purdy, Graham and D'Amore",http://dummyimage.com/226x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Drainage of Trigeminal Nerve, Percutaneous Approach",,,DOCUMENTARY,,,,,,,6620ef0cfc13ae0cffa24183,,
6625e6fe967796ed0924be18,And God Created Woman,199,2015,China,Bins-Purdy,http://dummyimage.com/214x100.png/5fa2dd/ffffff,RELEASED,TV_SHOW,"Destruction of Left Nipple, Via Natural or Artificial Opening Endoscopic",,,COMEDY,DRAMA,ROMANCE,,,,,6620ef0cfc13ae0cffa24184,,
6625e6fe967796ed0924be19,Bundle of Joy,123,2013,China,Miller LLC,http://dummyimage.com/136x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Repair Nasal Bone, Open Approach",,,COMEDY,MUSICAL,,,,,,6620ef0cfc13ae0cffa24185,,
6625e6fe967796ed0924be1a,Darling,196,2017,Japan,Kuhlman Inc,http://dummyimage.com/198x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Supplement Right Ureter with Autologous Tissue Substitute, Via Natural or Artificial Opening",,,DRAMA,,,,,,,6620ef0cfc13ae0cffa24186,,
6625e6fe967796ed0924be1b,Up,130,2015,Russia,Ernser and Sons,http://dummyimage.com/225x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Removal of Autologous Tissue Substitute from Right Eye, External Approach",,,ADVENTURE,ANIMATION,CHILDREN,DRAMA,,,,6620ef0cfc13ae0cffa24187,,
6625e6fe967796ed0924be1c,Red Dawn,15,2006,Peru,"Harris, Hilll and Corkery",http://dummyimage.com/129x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Dilation of Left Renal Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",,,ACTION,DRAMA,WAR,,,,,6620ef0cfc13ae0cffa24188,,
6625e6fe967796ed0924be1d,Hey Ram,166,2009,Pakistan,Predovic-Bechtelar,http://dummyimage.com/186x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Extirpation of Matter from Right External Auditory Canal, External Approach",,,DRAMA,,,,,,,6620ef0cfc13ae0cffa24189,,
6625e6fe967796ed0924be1e,"Midnight (Primeiro Dia, O)",121,2015,China,"Schmidt, Stamm and Williamson",http://dummyimage.com/187x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Drainage of Right Foot Artery, Open Approach",,,DRAMA,,,,,,,6620ef0cfc13ae0cffa2418a,,
6625e6fe967796ed0924be1f,Confessions of a Shopaholic,189,2008,Russia,Koch-Stoltenberg,http://dummyimage.com/196x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Fragmentation in Bladder, Via Natural or Artificial Opening Endoscopic",,,COMEDY,ROMANCE,,,,,,6620ef0cfc13ae0cffa2418b,,
6625e6fe967796ed0924be20,GhostWatcher,36,2019,Indonesia,Kozey-Watsica,http://dummyimage.com/161x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Replacement of Left Pulmonary Vein with Zooplastic Tissue, Open Approach",,,HORROR,MYSTERY,SCI_FI,,,,,6620ef0cfc13ae0cffa2418c,,
6625e6fe967796ed0924be21,Thin Ice,28,2010,Argentina,Schaden Group,http://dummyimage.com/243x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Revision of Synthetic Substitute in Left Lens, External Approach",,,COMEDY,CRIME,DRAMA,,,,,6620ef0cfc13ae0cffa2418d,,
6625e6fe967796ed0924be22,Dirty,145,2018,Brazil,"Daugherty, Roberts and Kirlin",http://dummyimage.com/227x100.png/5fa2dd/ffffff,RELEASED,TV_SHOW,"Bypass Right Common Iliac Artery to Right Femoral Artery with Autologous Arterial Tissue, Open Approach",,,CRIME,DRAMA,THRILLER,,,,,6620ef0cfc13ae0cffa2418e,,
6625e6fe967796ed0924be23,Anything Goes,193,2017,Colombia,"Bruen, Waelchi and Konopelski",http://dummyimage.com/165x100.png/cc0000/ffffff,COMING_SOON,TV_SHOW,"Head and Facial Bones, Drainage",,,MUSICAL,,,,,,,6620ef0cfc13ae0cffa2418f,,
6625e6fe967796ed0924be24,"Locals, The",88,2009,Croatia,O'Conner-Shanahan,http://dummyimage.com/176x100.png/dddddd/000000,RELEASED,TV_SHOW,Stereotactic Gamma Beam Radiosurgery of Brain Stem,,,HORROR,THRILLER,,,,,,6620ef0cfc13ae0cffa24190,,
6625e6fe967796ed0924be25,"Muse, The",116,2010,Argentina,Weber-Predovic,http://dummyimage.com/244x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Extirpation of Matter from Left Common Iliac Artery, Percutaneous Approach",,,COMEDY,,,,,,,6620ef0cfc13ae0cffa24191,,
6625e6fe967796ed0924be26,"Householder, The (Gharbar)",93,2008,Poland,Pfannerstill LLC,http://dummyimage.com/212x100.png/dddddd/000000,RELEASED,TV_SHOW,"Fusion of Thoracic Vertebral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach",,,COMEDY,DRAMA,,,,,,6620ef0cfc13ae0cffa24192,,
6625e6fe967796ed0924be27,Escobar: Paradise Lost,124,2002,Greece,Dibbert Group,http://dummyimage.com/108x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Repair Left Tarsal, External Approach",,,ROMANCE,THRILLER,,,,,,6620ef0cfc13ae0cffa24193,,
6625e6fe967796ed0924be28,"Formula, The",181,2005,China,"Reynolds, Beatty and Renner",http://dummyimage.com/243x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Reposition Left Hip Tendon, Open Approach",,,THRILLER,,,,,,,6620ef0cfc13ae0cffa24194,,
6625e6fe967796ed0924be29,The Last Farm,131,2015,Philippines,"Breitenberg, Feil and Murphy",http://dummyimage.com/215x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Bypass Coronary Artery, Four or More Arteries from Abdominal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",,,DRAMA,,,,,,,6620ef0cfc13ae0cffa24195,,
6625e6fe967796ed0924be2a,Montana,161,2009,Russia,"Homenick, Jacobson and Brakus",http://dummyimage.com/151x100.png/ff4444/ffffff,COMING_SOON,TV_SHOW,"Resection of Accessory Pancreatic Duct, Via Natural or Artificial Opening",,,ACTION,COMEDY,CRIME,DRAMA,,,,6620ef0cfc13ae0cffa24196,,
6625e6fe967796ed0924be2b,One Wonderful Sunday (Subarashiki nichiyobi),55,2012,Syria,Robel LLC,http://dummyimage.com/180x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Drainage of Female Perineum, Open Approach, Diagnostic",,,DRAMA,ROMANCE,,,,,,6620ef0cfc13ae0cffa24197,,
6625e6fe967796ed0924be2c,"Wild Thornberrys Movie, The",174,2008,France,Kirlin-Heidenreich,http://dummyimage.com/112x100.png/ff4444/ffffff,COMING_SOON,TV_SHOW,"Drainage of Left Kidney, Percutaneous Endoscopic Approach, Diagnostic",,,ANIMATION,CHILDREN,COMEDY,,,,,6620ef0cfc13ae0cffa24198,,
6625e6fe967796ed0924be2d,Paint It Yellow (Rang De Basanti),84,2013,China,Klein Group,http://dummyimage.com/213x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Alteration of Left Upper Extremity with Synthetic Substitute, Percutaneous Approach",,,ACTION,COMEDY,DRAMA,,,,,6620ef0cfc13ae0cffa24199,,
6625e6fe967796ed0924be2e,Jazz,138,2013,El Salvador,Kihn-Deckow,http://dummyimage.com/186x100.png/dddddd/000000,COMING_SOON,TV_SHOW,"Bypass Esophagus to Stomach, Via Natural or Artificial Opening Endoscopic",,,DOCUMENTARY,,,,,,,6620ef0cfc13ae0cffa2419a,,
6625e6fe967796ed0924be2f,Glenn Killing på Berns,25,2004,Myanmar,"Hammes, Carter and Johnson",http://dummyimage.com/243x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Revision of Infusion Device in Genitourinary Tract, Percutaneous Endoscopic Approach",,,COMEDY,,,,,,,6620ef0cfc13ae0cffa2419b,,
6625e6fe967796ed0924be30,Summer Rental,58,2017,Portugal,"Feeney, Ledner and Torp",http://dummyimage.com/238x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Dilation of Upper Artery with Four or More Intraluminal Devices, Percutaneous Approach",,,COMEDY,,,,,,,6620ef0dfc13ae0cffa2419c,,
6625e6fe967796ed0924be31,"Prisoner of Shark Island, The",106,2010,Brazil,Feil-Stark,http://dummyimage.com/169x100.png/5fa2dd/ffffff,RELEASED,TV_SHOW,"Chiropractic Manipulation of Upper Extremities, Non-Manual",,,DRAMA,,,,,,,6620ef0dfc13ae0cffa2419d,,
6625e6fe967796ed0924be32,"Yes, But... (Oui, mais...)",170,2013,Uruguay,Heidenreich Group,http://dummyimage.com/102x100.png/dddddd/000000,COMING_SOON,TV_SHOW,"Extirpation of Matter from Left Acromioclavicular Joint, Percutaneous Approach",,,COMEDY,DRAMA,ROMANCE,,,,,6620ef0dfc13ae0cffa2419e,,
6625e6fe967796ed0924be33,Prime Suspect,81,2014,China,McLaughlin-Crooks,http://dummyimage.com/103x100.png/5fa2dd/ffffff,RELEASED,TV_SHOW,"Repair Left Ankle Joint, Open Approach",,,CRIME,DRAMA,MYSTERY,THRILLER,,,,6620ef0dfc13ae0cffa2419f,,
6625e6fe967796ed0924be34,Seven Brothers (Seitsemän veljestä),181,2004,Peru,"Hermiston, Gleason and Graham",http://dummyimage.com/230x100.png/dddddd/000000,COMING_SOON,TV_SHOW,"Destruction of Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach",,,ANIMATION,COMEDY,,,,,,6620ef0dfc13ae0cffa241a0,,
6625e6fe967796ed0924be35,Americano,40,2012,Sweden,Robel-Cormier,http://dummyimage.com/147x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Insertion of External Fixation Device into Right Metatarsal-Phalangeal Joint, Percutaneous Endoscopic Approach",,,DRAMA,,,,,,,6620ef0dfc13ae0cffa241a1,,
6625e6fe967796ed0924be36,"Warrior and the Sorceress, The",110,2016,Uruguay,Turcotte-Runolfsson,http://dummyimage.com/178x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Revision of Nonautologous Tissue Substitute in Right Rib, Percutaneous Endoscopic Approach",,,ACTION,ADVENTURE,FANTASY,SCI_FI,,,,6620ef0dfc13ae0cffa241a2,,
6625e6fe967796ed0924be37,Sahara,29,2017,Belarus,Armstrong-Cummerata,http://dummyimage.com/242x100.png/ff4444/ffffff,COMING_SOON,TV_SHOW,"Release Right Ureter, Via Natural or Artificial Opening",,,ACTION,DRAMA,WAR,,,,,6620ef0dfc13ae0cffa241a3,,
6625e6fe967796ed0924be38,"Fighter, The",123,2008,Afghanistan,"Monahan, Zulauf and Hermiston",http://dummyimage.com/177x100.png/dddddd/000000,RELEASED,TV_SHOW,"Drainage of Left Pleural Cavity with Drainage Device, Open Approach",,,DRAMA,,,,,,,6620ef0dfc13ae0cffa241a4,,
6625e6fe967796ed0924be39,Eye See You (D-Tox),135,2014,China,Funk Inc,http://dummyimage.com/106x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Dilation of Right Thyroid Artery, Bifurcation, with Three Intraluminal Devices, Open Approach",,,HORROR,THRILLER,,,,,,6620ef0dfc13ae0cffa241a5,,
6625e6fe967796ed0924be3a,Punch-Drunk Love,181,2016,Mexico,Padberg-Crona,http://dummyimage.com/213x100.png/dddddd/000000,COMING_SOON,TV_SHOW,"Excision of Right Lower Femur, Percutaneous Endoscopic Approach",,,COMEDY,DRAMA,ROMANCE,,,,,6620ef0dfc13ae0cffa241a6,,
6625e6fe967796ed0924be3b,Welcome to the Jungle,23,2014,Tunisia,Rohan Group,http://dummyimage.com/177x100.png/dddddd/000000,RELEASED,TV_SHOW,"Destruction of Bilateral Spermatic Cords, Percutaneous Approach",,,HORROR,,,,,,,6620ef0dfc13ae0cffa241a7,,
6625e6fe967796ed0924be3c,Midnight Express,34,2013,El Salvador,Koch-Parisian,http://dummyimage.com/142x100.png/5fa2dd/ffffff,RELEASED,TV_SHOW,"Dilation of Lingula Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach",,,DRAMA,,,,,,,6620ef0dfc13ae0cffa241a8,,
6625e6fe967796ed0924be3d,"Aura, The (Aura, El)",56,2020,Portugal,"Dare, Grant and Murray",http://dummyimage.com/144x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Occlusion of Right Hepatic Duct with Extraluminal Device, Percutaneous Endoscopic Approach",,,CRIME,DRAMA,THRILLER,,,,,6620ef0dfc13ae0cffa241a9,,
6625e6fe967796ed0924be3e,Cop in Drag,43,2015,Tunisia,Heidenreich and Sons,http://dummyimage.com/113x100.png/ff4444/ffffff,COMING_SOON,TV_SHOW,"Alteration of Upper Jaw with Synthetic Substitute, Percutaneous Endoscopic Approach",,,COMEDY,CRIME,DRAMA,,,,,6620ef0dfc13ae0cffa241aa,,
6625e6fe967796ed0924be3f,Junk Mail (Budbringeren),199,2011,Jamaica,"Pfannerstill, Hintz and Kutch",http://dummyimage.com/221x100.png/5fa2dd/ffffff,RELEASED,TV_SHOW,"Dilation of Right Temporal Artery with Three Intraluminal Devices, Percutaneous Approach",,,COMEDY,THRILLER,,,,,,6620ef0dfc13ae0cffa241ab,,
6625e6fe967796ed0924be40,Stop Making Sense,51,2010,Indonesia,Collier LLC,http://dummyimage.com/103x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Reposition Left Wrist Joint, Percutaneous Endoscopic Approach",,,DOCUMENTARY,MUSICAL,,,,,,6620ef0dfc13ae0cffa241ac,,
6625e6fe967796ed0924be41,Woodstock,167,2008,Poland,"Crist, Hintz and Kunze",http://dummyimage.com/169x100.png/cc0000/ffffff,COMING_SOON,TV_SHOW,"Release Left Hip Muscle, Percutaneous Endoscopic Approach",,,DOCUMENTARY,MUSICAL,,,,,,6620ef0dfc13ae0cffa241ad,,
6625e6fe967796ed0924be42,Tropico,18,2013,Libya,Streich LLC,http://dummyimage.com/119x100.png/5fa2dd/ffffff,RELEASED,TV_SHOW,"Transfusion of Embryonic Stem Cells into Central Vein, Open Approach",,,DRAMA,FANTASY,ROMANCE,,,,,6620ef0dfc13ae0cffa241ae,,
6625e6fe967796ed0924be43,Romy and Michele's High School Reunion,121,2013,Germany,Connelly-Bernhard,http://dummyimage.com/206x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Introduction of Nitric Oxide Gas into Respiratory Tract, Via Natural or Artificial Opening Endoscopic",,,COMEDY,,,,,,,6620ef0dfc13ae0cffa241af,,
6625e6fe967796ed0924be44,"Foster Brothers, The (Süt kardesler)",129,2009,Philippines,Herzog-Okuneva,http://dummyimage.com/168x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Replacement of Left Ulnar Artery with Autologous Tissue Substitute, Open Approach",,,COMEDY,,,,,,,6620ef0dfc13ae0cffa241b0,,
6625e6fe967796ed0924be45,Fist of the North Star,47,2016,Egypt,Ernser Inc,http://dummyimage.com/216x100.png/5fa2dd/ffffff,RELEASED,TV_SHOW,"Release Cervical Spinal Cord, Percutaneous Endoscopic Approach",,,ACTION,THRILLER,,,,,,6620ef0dfc13ae0cffa241b1,,
6625e6fe967796ed0924be46,Seed,93,2018,Argentina,Franecki-Yundt,http://dummyimage.com/213x100.png/cc0000/ffffff,COMING_SOON,TV_SHOW,"Supplement Left Metatarsal with Nonautologous Tissue Substitute, Percutaneous Approach",,,HORROR,,,,,,,6620ef0dfc13ae0cffa241b2,,
6625e6fe967796ed0924be47,Sidewalks of London (St. Martin's Lane),83,2020,Indonesia,Hammes LLC,http://dummyimage.com/210x100.png/5fa2dd/ffffff,RELEASED,TV_SHOW,"Revision of External Fixation Device in Right Pelvic Bone, Open Approach",,,COMEDY,,,,,,,6620ef0dfc13ae0cffa241b3,,
6625e6fe967796ed0924be48,Alexandria... Why? (Iskanderija... lih?),42,2006,Tunisia,Klocko-Pollich,http://dummyimage.com/164x100.png/ff4444/ffffff,COMING_SOON,TV_SHOW,"Transfer Abdomen Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Percutaneous Approach",,,DRAMA,,,,,,,6620ef0dfc13ae0cffa241b4,,
6625e6fe967796ed0924be49,"Mad Masters, The (Les maîtres fous)",96,2017,Estonia,Kuvalis and Sons,http://dummyimage.com/164x100.png/dddddd/000000,COMING_SOON,TV_SHOW,"Transfer Right Upper Leg Muscle, Percutaneous Endoscopic Approach",,,DOCUMENTARY,,,,,,,6620ef0dfc13ae0cffa241b5,,
6625e6fe967796ed0924be4a,"Horrible Way to Die, A ",41,2014,Indonesia,Ward Inc,http://dummyimage.com/225x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Drainage of Parathyroid Gland, Percutaneous Endoscopic Approach, Diagnostic",,,HORROR,THRILLER,,,,,,6620ef0dfc13ae0cffa241b6,,
6625e6fe967796ed0924be4b,"4 Horsemen of the Apocalypse, The",27,2016,Philippines,"Wyman, Sporer and Little",http://dummyimage.com/218x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Excision of Cerebellum, Percutaneous Endoscopic Approach, Diagnostic",,,DRAMA,,,,,,,6620ef0dfc13ae0cffa241b7,,
6625e6fe967796ed0924be4c,Dick,138,2015,Thailand,Renner Group,http://dummyimage.com/231x100.png/cc0000/ffffff,COMING_SOON,TV_SHOW,"Drainage of Perineum Tendon, Open Approach, Diagnostic",,,COMEDY,,,,,,,6620ef0dfc13ae0cffa241b8,,
6625e6fe967796ed0924be4d,Games,53,2010,France,"Romaguera, Hartmann and Simonis",http://dummyimage.com/111x100.png/cc0000/ffffff,RELEASED,TV_SHOW,Change Splint on Left Finger,,,THRILLER,,,,,,,6620ef0dfc13ae0cffa241b9,,
6625e6fe967796ed0924be4e,Lord of Illusions,198,2008,Slovenia,"Windler, McLaughlin and Bartell",http://dummyimage.com/221x100.png/dddddd/000000,COMING_SOON,TV_SHOW,"Drainage of Right Fallopian Tube, Via Natural or Artificial Opening",,,HORROR,,,,,,,6620ef0dfc13ae0cffa241ba,,
6625e6fe967796ed0924be4f,Model,166,2004,Serbia,Davis and Sons,http://dummyimage.com/233x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Supplement Stomach, Pylorus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",,,DOCUMENTARY,,,,,,,6620ef0dfc13ae0cffa241bb,,
6625e6fe967796ed0924be50,"Frozen Ghost, The",147,2019,Bangladesh,Rowe LLC,http://dummyimage.com/202x100.png/cc0000/ffffff,COMING_SOON,TV_SHOW,Beam Radiation of Cervix using Photons 1 - 10 MeV,,,MYSTERY,,,,,,,6620ef0dfc13ae0cffa241bc,,
6625e6fe967796ed0924be51,Terror of Mechagodzilla (Mekagojira no gyakushu),62,2004,Tanzania,Labadie-Heidenreich,http://dummyimage.com/108x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Supplement Right Shoulder Joint with Synthetic Substitute, Open Approach",,,ACTION,SCI_FI,,,,,,6620ef0dfc13ae0cffa241bd,,
6625e6fe967796ed0924be52,Shall We Kiss? (Un baiser s'il vous plait),154,2015,Lesotho,"Daniel, Schulist and Crona",http://dummyimage.com/202x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Removal of Nonautologous Tissue Substitute from Mouth and Throat, Percutaneous Approach",,,COMEDY,ROMANCE,,,,,,6620ef0dfc13ae0cffa241be,,
6625e6fe967796ed0924be53,"Favor, The",169,2009,China,Larson Group,http://dummyimage.com/120x100.png/dddddd/000000,COMING_SOON,TV_SHOW,"Revision of Spacer in Left Hip Joint, Percutaneous Endoscopic Approach",,,COMEDY,ROMANCE,,,,,,6620ef0dfc13ae0cffa241bf,,
6625e6fe967796ed0924be54,Matewan,150,2010,Cuba,Kuhlman Inc,http://dummyimage.com/115x100.png/5fa2dd/ffffff,COMING_SOON,TV_SHOW,"Revision of Monitoring Device in Upper Vein, External Approach",,,DRAMA,,,,,,,6620ef0dfc13ae0cffa241c0,,
6625e6fe967796ed0924be55,Jay and Silent Bob Strike Back,15,2012,Mexico,Klocko-Stoltenberg,http://dummyimage.com/182x100.png/dddddd/000000,RELEASED,TV_SHOW,"Revision of Synthetic Substitute in Left Carpal, External Approach",,,ADVENTURE,COMEDY,,,,,,6620ef0dfc13ae0cffa241c1,,
6625e6fe967796ed0924be56,"Unknown Known, The",120,2004,Mongolia,Durgan Inc,http://dummyimage.com/230x100.png/cc0000/ffffff,RELEASED,TV_SHOW,"Replacement of Left Ulnar Artery with Nonautologous Tissue Substitute, Open Approach",,,DOCUMENTARY,,,,,,,6620ef0dfc13ae0cffa241c2,,
6625e6fe967796ed0924be57,Mélo,133,2010,Philippines,Wolff Inc,http://dummyimage.com/208x100.png/cc0000/ffffff,COMING_SOON,TV_SHOW,"Revision of Internal Fixation Device in Right Metacarpophalangeal Joint, Open Approach",,,DRAMA,ROMANCE,,,,,,6620ef0dfc13ae0cffa241c3,,
6625e6fe967796ed0924be58,The Tomb,94,2014,Japan,Ondricka and Sons,http://dummyimage.com/238x100.png/5fa2dd/ffffff,RELEASED,TV_SHOW,"Revision of Infusion Device in Right Lung, Via Natural or Artificial Opening Endoscopic",,,HORROR,THRILLER,,,,,,6620ef0dfc13ae0cffa241c4,,
6625e6fe967796ed0924be59,Brother Bear 2,66,2014,China,Fahey Inc,http://dummyimage.com/207x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Dilation of Splenic Artery, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach",,,ADVENTURE,ANIMATION,CHILDREN,COMEDY,FANTASY,,,6620ef0dfc13ae0cffa241c5,,
6625e6fe967796ed0924be5a,Come Blow Your Horn,101,2011,Botswana,Johnston-Romaguera,http://dummyimage.com/224x100.png/dddddd/000000,RELEASED,TV_SHOW,"Drainage of Right Mandible, Percutaneous Endoscopic Approach",,,COMEDY,,,,,,,6620ef0dfc13ae0cffa241c6,,
6625e6fe967796ed0924be5b,Summertime,109,2016,Brazil,Wiza-Kautzer,http://dummyimage.com/249x100.png/ff4444/ffffff,RELEASED,TV_SHOW,"Revision of Autologous Tissue Substitute in Thoracolumbar Vertebral Joint, External Approach",,,COMEDY,,,,,,,6620ef0dfc13ae0cffa241c7,,
